text,label
police called grisly murder scene find decapitated blow sex doll city overrun muslim immigrant,fake
watch new movie black life matter terrorist dont want seewhat really happened ferguson courtroom,fake
unreal hillary clinton play dumb high cost obamacare video,fake
oreilly nail obama trump true meaning fairness equality video,fake
obamas last move here hell force suburb become less white less wealthy,fake
crooked hillary lie againthis becoming everyday occurrence,fake
lol hillary new antitrump ad backfiresends amazing protrump ad video,fake
trump winscruz suspendsbernie burn hillary make america great,fake
whoa former democrat congresswoman reveals hillary criminal past video,fake
disgusting hillary voter taunt abuse american effort make america mexico video,fake
democrat freak shocking number union member plan vote bluecollar billionaire donald trump video,fake
oops black security guard wont allow white dude wearing black life matter tshirt hillary event video,fake
pandering hillary clinton anger prince fan playing song rally video,fake
actress jodie foster weighs phony war womenhillary wont like,fake
gop elite meet luxury yacht discus trump delegate,fake
col ralph peter obama politician put happiness saudi royal family survivor video,fake
mom brings truth bomb bathroom controversy go viralawesome,fake
gut wrenching obama meet rapper discus criminal justice reformdoublespeak pardoning criminal investigating cop,fake
obama pressured u shoe company keep mouth shutbut deal offand glove,fake
michelle obama wanted biden run could beat hillary video,fake
wow navy seal blast hillary ignorant liar video,fake
uh oh bill clinton unloads obama video,fake
witch hunt communist california raid home man behind planned parenthood baby part video,fake
freeforall minority biggest obama scandal yet,fake
gm taxpayer bailout billion forgiven debtcars made china video,fake
obamas backdoor gun confiscation veteran stripped second amendment right,fake
workplace microaggression isi yell alluha akbar accidentally blowing video,fake
wow british actress hammer eu leader every one said refugee welcome responsible brusselseurope jihadi central,fake
youre hired trump pull unemployed vet audience hire spot,fake
exposed plot bring cheap foreign labor exposed u labor shortage video,fake
awesome comeback obama say presidency isnt reality show video,fake
watch veteran embarrass trump hater kansa city cant explain sign,fake
breaking florida gov rick scott endorses donald trumpsays time gop come together,fake
best watters world liberal creative cant obama create job,fake
austrian school radicalized young muslim migrant doesnt obey wear hijab ill murder video,fake
u election may already serious jeopardy acorn give oh man cigarette cash register vote timesseveral horror story,fake
obamas doj blame iran cyberattack ny dam waitwhat deal obamas ally,fake
inside mind trump voter,fake
kill let become president,fake
joke week marine priest flag burning hillary supporter,fake
donald trump learned german grandpa friedrich drumpf,fake
david duke never endorsed trump medium country absolutely disgusting,fake
whoa conservative medium cahoot rubio push immigration reform,fake
mainstream medium stand fire alarm pulled conservative diversity becomes problem speech free speech terrorist threaten block fellow student video,fake
senator mike lee nail senate opposes supreme court nominee video,fake
leftist protestor cut electricity trump rallytrumps epic response prof left cant defeat,fake
michelle barack obama time circus time justice scalia video,fake
nike drop conservative boxer manny pacquiao condemning gay relationship based religious belief video,fake
bill clinton go trump supporter finger shaking rant video,fake
obama could temporarily fill vacancy left justice scalia radical leftist judge,fake
pregnant chelsea clinton make disturbing confession left church year old,fake
shrillary give bitter concession speech new hampshire,fake
watch beyonce performed sickening cophating antiwhite song super bowl,fake
obamas chief staff warns americahes going away quietly promise audacious executive action including gun control,fake
real truth obama planting muslim refugee small town across america,fake
get angry obamas purple army teaming illegal alien steal vote,fake
obamas first visit u mosque raise question extremist tie,fake
whoa jeb bush blew campaign cash,fake
hell break loose france,fake
white need apply obamas new mortgage scam target high risk minority immigrant,fake
watch people show see hillary tx airportand ignored,fake
arrested cop tell shocking story domestic abuse sarah palins home,fake
breaking update obamas war cop ohio police officer murdered thug looking kill officer video,fake
